明細ID,取引ID,商品ID,商品名,数量,金額
D00011420,T0003755,G05,牛肉（国産）,2,1768
D00011421,T0003755,G09,こしひかり5kg,3,7851
D00011422,T0003756,G07,さば,3,1169
D00011423,T0003756,G09,こしひかり5kg,1,2781
D00011424,T0003756,G02,レタス,3,610
D00011425,T0003756,G11,からあげ弁当,1,542
D00011426,T0003756,G04,バナナ,2,441
D00011427,T0003757,G01,トマト,3,805
D00011428,T0003758,G05,牛肉（国産）,1,891
D00011429,T0003758,G14,ポテトチップス,3,499
D00011430,T0003759,G08,まぐろ刺身,2,1658
D00011431,T0003759,G09,こしひかり5kg,1,2900
D00011432,T0003759,G02,レタス,3,534
D00011433,T0003759,G03,りんご,1,343
D00011434,T0003760,G10,食パン,1,219
D00011435,T0003760,G14,ポテトチップス,1,161
D00011436,T0003760,G06,鶏むね肉,2,927
D00011437,T0003761,G16,しょうゆ,3,946
D00011438,T0003761,G11,からあげ弁当,1,543
D00011439,T0003762,G11,からあげ弁当,2,1127
D00011440,T0003762,G03,りんご,3,996
D00011441,T0003762,G04,バナナ,2,388
D00011442,T0003762,G14,ポテトチップス,2,345
D00011443,T0003762,G15,チョコレート,1,206
D00011444,T0003763,G12,緑茶ペットボトル,2,267
D00011445,T0003763,G02,レタス,3,614
D00011446,T0003763,G14,ポテトチップス,3,458
D00011447,T0003763,G05,牛肉（国産）,2,2058
D00011448,T0003763,G12,緑茶ペットボトル,1,126
D00011449,T0003764,G06,鶏むね肉,3,1400
D00011450,T0003764,G05,牛肉（国産）,1,925
D00011451,T0003764,G10,食パン,1,233
D00011452,T0003764,G12,緑茶ペットボトル,1,129
D00011453,T0003764,G12,緑茶ペットボトル,3,440
D00011454,T0003765,G14,ポテトチップス,2,333
D00011455,T0003765,G16,しょうゆ,1,313
D00011456,T0003765,G12,緑茶ペットボトル,2,296
D00011457,T0003766,G05,牛肉（国産）,2,1782
D00011458,T0003766,G03,りんご,2,633
D00011459,T0003766,G06,鶏むね肉,3,1411
D00011460,T0003766,G06,鶏むね肉,2,871
D00011461,T0003766,G09,こしひかり5kg,2,5153
D00011462,T0003767,G10,食パン,3,704
D00011463,T0003767,G12,緑茶ペットボトル,2,297
D00011464,T0003767,G06,鶏むね肉,3,1292
D00011465,T0003767,G16,しょうゆ,3,967
D00011466,T0003768,G12,緑茶ペットボトル,2,253
D00011467,T0003768,G15,チョコレート,1,233
D00011468,T0003768,G16,しょうゆ,2,731
D00011469,T0003768,G12,緑茶ペットボトル,2,284
D00011470,T0003768,G15,チョコレート,1,238
D00011471,T0003769,G04,バナナ,2,416
D00011472,T0003770,G11,からあげ弁当,1,585
D00011473,T0003770,G02,レタス,2,396
D00011474,T0003771,G02,レタス,1,181
D00011475,T0003771,G15,チョコレート,2,472
D00011476,T0003771,G04,バナナ,2,406
D00011477,T0003772,G03,りんご,2,662
D00011478,T0003772,G12,緑茶ペットボトル,3,396
D00011479,T0003772,G07,さば,3,1290
D00011480,T0003772,G07,さば,2,827
D00011481,T0003773,G12,緑茶ペットボトル,1,148
D00011482,T0003773,G11,からあげ弁当,3,1731
D00011483,T0003773,G10,食パン,1,249
D00011484,T0003773,G02,レタス,2,347
D00011485,T0003774,G12,緑茶ペットボトル,3,411
D00011486,T0003774,G13,コーヒー豆,1,836
D00011487,T0003774,G03,りんご,1,307
D00011488,T0003775,G12,緑茶ペットボトル,1,136
D00011489,T0003775,G14,ポテトチップス,3,538
D00011490,T0003775,G12,緑茶ペットボトル,1,124
D00011491,T0003775,G06,鶏むね肉,1,499
D00011492,T0003775,G08,まぐろ刺身,2,1526
D00011493,T0003776,G05,牛肉（国産）,1,1013
D00011494,T0003776,G12,緑茶ペットボトル,1,140
D00011495,T0003776,G14,ポテトチップス,3,500
D00011496,T0003776,G06,鶏むね肉,1,448
D00011497,T0003776,G12,緑茶ペットボトル,2,295
D00011498,T0003777,G04,バナナ,3,663
D00011499,T0003777,G06,鶏むね肉,3,1457
D00011500,T0003778,G09,こしひかり5kg,2,5284
D00011501,T0003778,G05,牛肉（国産）,1,906
D00011502,T0003778,G11,からあげ弁当,1,538
D00011503,T0003778,G11,からあげ弁当,1,525
D00011504,T0003779,G08,まぐろ刺身,1,793
D00011505,T0003779,G05,牛肉（国産）,3,2751
D00011506,T0003779,G11,からあげ弁当,2,1102
D00011507,T0003779,G12,緑茶ペットボトル,1,142
D00011508,T0003779,G01,トマト,1,243
D00011509,T0003780,G10,食パン,2,469
D00011510,T0003780,G05,牛肉（国産）,2,2030
D00011511,T0003780,G01,トマト,3,728
D00011512,T0003780,G07,さば,1,419
D00011513,T0003780,G04,バナナ,3,581
D00011514,T0003781,G01,トマト,2,496
D00011515,T0003781,G10,食パン,3,670
D00011516,T0003781,G11,からあげ弁当,1,605
D00011517,T0003781,G02,レタス,3,519
D00011518,T0003782,G15,チョコレート,3,603
D00011519,T0003782,G04,バナナ,2,458
D00011520,T0003782,G12,緑茶ペットボトル,3,413
D00011521,T0003782,G14,ポテトチップス,2,347
D00011522,T0003783,G02,レタス,1,172
D00011523,T0003783,G10,食パン,1,250
D00011524,T0003783,G15,チョコレート,3,709
D00011525,T0003784,G16,しょうゆ,3,967
D00011526,T0003784,G16,しょうゆ,2,733
D00011527,T0003784,G12,緑茶ペットボトル,2,286
D00011528,T0003784,G04,バナナ,2,411
D00011529,T0003785,G03,りんご,2,623
D00011530,T0003786,G03,りんご,1,304
D00011531,T0003786,G15,チョコレート,1,234
D00011532,T0003787,G06,鶏むね肉,3,1363
D00011533,T0003787,G09,こしひかり5kg,2,5593
D00011534,T0003787,G10,食パン,3,663
D00011535,T0003787,G12,緑茶ペットボトル,2,285
D00011536,T0003788,G14,ポテトチップス,3,480
D00011537,T0003788,G04,バナナ,2,389
D00011538,T0003788,G07,さば,1,440
D00011539,T0003788,G09,こしひかり5kg,1,2904
D00011540,T0003788,G04,バナナ,1,200
D00011541,T0003789,G10,食パン,2,421
D00011542,T0003789,G01,トマト,2,516
D00011543,T0003789,G08,まぐろ刺身,1,824
D00011544,T0003789,G02,レタス,1,187
D00011545,T0003789,G01,トマト,1,276
D00011546,T0003790,G04,バナナ,3,681
D00011547,T0003790,G07,さば,1,408
D00011548,T0003790,G11,からあげ弁当,2,1149
D00011549,T0003790,G01,トマト,1,252
D00011550,T0003791,G02,レタス,2,350
D00011551,T0003791,G04,バナナ,2,391
D00011552,T0003791,G10,食パン,2,466
D00011553,T0003791,G07,さば,3,1251
D00011554,T0003792,G05,牛肉（国産）,3,2627
D00011555,T0003793,G06,鶏むね肉,1,459
D00011556,T0003794,G14,ポテトチップス,1,165
D00011557,T0003794,G03,りんご,3,902
D00011558,T0003794,G11,からあげ弁当,3,1744
D00011559,T0003795,G03,りんご,1,334
D00011560,T0003796,G05,牛肉（国産）,1,875
D00011561,T0003796,G01,トマト,2,505
D00011562,T0003796,G03,りんご,1,312
D00011563,T0003797,G05,牛肉（国産）,2,1868
D00011564,T0003797,G07,さば,2,837
D00011565,T0003797,G01,トマト,1,276
D00011566,T0003797,G14,ポテトチップス,1,168
D00011567,T0003798,G04,バナナ,3,620
D00011568,T0003798,G11,からあげ弁当,3,1835
D00011569,T0003798,G02,レタス,1,178
D00011570,T0003798,G07,さば,1,423
D00011571,T0003799,G04,バナナ,2,414
D00011572,T0003799,G06,鶏むね肉,3,1325
D00011573,T0003799,G10,食パン,1,230
D00011574,T0003799,G02,レタス,1,179
D00011575,T0003800,G12,緑茶ペットボトル,1,140
D00011576,T0003800,G01,トマト,2,477
D00011577,T0003800,G10,食パン,3,734
D00011578,T0003801,G10,食パン,2,418
D00011579,T0003801,G03,りんご,2,647
D00011580,T0003802,G12,緑茶ペットボトル,2,290
D00011581,T0003802,G11,からあげ弁当,1,622
D00011582,T0003803,G12,緑茶ペットボトル,3,401
D00011583,T0003803,G04,バナナ,2,443
D00011584,T0003803,G05,牛肉（国産）,3,2685
D00011585,T0003804,G08,まぐろ刺身,1,828
D00011586,T0003804,G16,しょうゆ,2,706
D00011587,T0003804,G15,チョコレート,2,479
D00011588,T0003804,G02,レタス,2,411
D00011589,T0003804,G12,緑茶ペットボトル,3,447
D00011590,T0003805,G08,まぐろ刺身,2,1602
D00011591,T0003805,G14,ポテトチップス,1,169
D00011592,T0003805,G13,コーヒー豆,1,794
D00011593,T0003805,G01,トマト,1,286
D00011594,T0003806,G03,りんご,1,299
D00011595,T0003806,G06,鶏むね肉,1,469
D00011596,T0003806,G10,食パン,2,495
D00011597,T0003806,G03,りんご,3,995
D00011598,T0003807,G12,緑茶ペットボトル,3,390
D00011599,T0003807,G03,りんご,2,659
D00011600,T0003807,G11,からあげ弁当,2,1078
D00011601,T0003808,G10,食パン,3,628
D00011602,T0003808,G14,ポテトチップス,2,305
D00011603,T0003808,G07,さば,3,1143
D00011604,T0003809,G02,レタス,1,201
D00011605,T0003810,G05,牛肉（国産）,1,873
D00011606,T0003810,G14,ポテトチップス,1,167
D00011607,T0003811,G02,レタス,3,535
D00011608,T0003811,G04,バナナ,2,413
D00011609,T0003811,G11,からあげ弁当,3,1717
D00011610,T0003811,G08,まぐろ刺身,1,872
D00011611,T0003811,G07,さば,1,435
D00011612,T0003812,G14,ポテトチップス,3,494
D00011613,T0003812,G14,ポテトチップス,2,322
D00011614,T0003812,G02,レタス,1,177
D00011615,T0003813,G12,緑茶ペットボトル,3,393
D00011616,T0003814,G10,食パン,3,742
D00011617,T0003814,G05,牛肉（国産）,1,956
D00011618,T0003814,G15,チョコレート,2,447
D00011619,T0003814,G08,まぐろ刺身,2,1625
D00011620,T0003814,G14,ポテトチップス,2,343
D00011621,T0003815,G15,チョコレート,2,410
D00011622,T0003815,G10,食パン,1,235
D00011623,T0003815,G16,しょうゆ,3,1041
D00011624,T0003816,G03,りんご,3,887
D00011625,T0003816,G09,こしひかり5kg,3,7610
D00011626,T0003817,G06,鶏むね肉,3,1419
D00011627,T0003817,G04,バナナ,3,582
D00011628,T0003817,G06,鶏むね肉,2,899
D00011629,T0003817,G07,さば,3,1353
D00011630,T0003817,G05,牛肉（国産）,2,1935
D00011631,T0003818,G11,からあげ弁当,3,1666
D00011632,T0003819,G04,バナナ,2,410
D00011633,T0003819,G11,からあげ弁当,2,1066
D00011634,T0003819,G15,チョコレート,1,225
D00011635,T0003819,G14,ポテトチップス,3,457
D00011636,T0003819,G05,牛肉（国産）,3,3068
D00011637,T0003820,G12,緑茶ペットボトル,3,392
D00011638,T0003820,G15,チョコレート,1,238
D00011639,T0003821,G06,鶏むね肉,1,500
D00011640,T0003821,G07,さば,2,796
D00011641,T0003821,G11,からあげ弁当,2,1248
D00011642,T0003822,G10,食パン,1,247
D00011643,T0003822,G02,レタス,2,343
D00011644,T0003822,G04,バナナ,2,397
D00011645,T0003823,G12,緑茶ペットボトル,2,273
D00011646,T0003824,G13,コーヒー豆,3,2364
D00011647,T0003824,G12,緑茶ペットボトル,3,419
D00011648,T0003824,G16,しょうゆ,1,314
D00011649,T0003824,G04,バナナ,1,204
D00011650,T0003824,G15,チョコレート,3,656
D00011651,T0003825,G01,トマト,2,518
D00011652,T0003825,G16,しょうゆ,2,661
D00011653,T0003825,G04,バナナ,3,615
D00011654,T0003825,G08,まぐろ刺身,1,879
D00011655,T0003826,G12,緑茶ペットボトル,1,138
D00011656,T0003826,G08,まぐろ刺身,2,1819
D00011657,T0003826,G07,さば,2,877
D00011658,T0003826,G08,まぐろ刺身,2,1622
D00011659,T0003826,G04,バナナ,1,207
D00011660,T0003827,G05,牛肉（国産）,3,3068
D00011661,T0003827,G07,さば,3,1352
D00011662,T0003827,G11,からあげ弁当,3,1636
D00011663,T0003828,G03,りんご,3,1021
D00011664,T0003828,G06,鶏むね肉,1,478
D00011665,T0003828,G08,まぐろ刺身,1,900
D00011666,T0003828,G14,ポテトチップス,3,514
D00011667,T0003829,G16,しょうゆ,3,934
D00011668,T0003829,G06,鶏むね肉,3,1297
D00011669,T0003829,G06,鶏むね肉,1,467
D00011670,T0003829,G02,レタス,3,574
D00011671,T0003830,G03,りんご,2,652
D00011672,T0003830,G04,バナナ,2,398
D00011673,T0003831,G10,食パン,3,643
D00011674,T0003831,G04,バナナ,1,214
D00011675,T0003831,G03,りんご,2,610
D00011676,T0003831,G01,トマト,2,485
D00011677,T0003832,G15,チョコレート,1,239
D00011678,T0003833,G03,りんご,2,630
D00011679,T0003833,G08,まぐろ刺身,1,816
D00011680,T0003834,G10,食パン,1,226
D00011681,T0003834,G15,チョコレート,1,201
D00011682,T0003834,G09,こしひかり5kg,1,2576
D00011683,T0003834,G11,からあげ弁当,1,613
D00011684,T0003834,G07,さば,3,1327
D00011685,T0003835,G05,牛肉（国産）,1,966
D00011686,T0003836,G02,レタス,2,406
D00011687,T0003836,G10,食パン,1,243
D00011688,T0003836,G03,りんご,1,344
D00011689,T0003836,G06,鶏むね肉,2,981
D00011690,T0003837,G04,バナナ,1,223
D00011691,T0003838,G02,レタス,2,384
D00011692,T0003838,G13,コーヒー豆,2,1531
D00011693,T0003838,G10,食パン,1,231
D00011694,T0003838,G05,牛肉（国産）,1,923
D00011695,T0003839,G02,レタス,3,574
D00011696,T0003839,G12,緑茶ペットボトル,3,433
D00011697,T0003839,G04,バナナ,1,201
D00011698,T0003840,G12,緑茶ペットボトル,3,390
D00011699,T0003840,G10,食パン,1,245
D00011700,T0003840,G12,緑茶ペットボトル,1,130
D00011701,T0003840,G15,チョコレート,2,438
D00011702,T0003840,G04,バナナ,1,195
D00011703,T0003841,G15,チョコレート,1,218
D00011704,T0003841,G06,鶏むね肉,2,983
D00011705,T0003841,G01,トマト,3,824
D00011706,T0003841,G14,ポテトチップス,3,511
D00011707,T0003841,G13,コーヒー豆,3,2452
D00011708,T0003842,G14,ポテトチップス,1,178
D00011709,T0003842,G10,食パン,2,504
D00011710,T0003842,G11,からあげ弁当,2,1082
D00011711,T0003842,G12,緑茶ペットボトル,3,442
D00011712,T0003842,G06,鶏むね肉,2,1030
D00011713,T0003843,G06,鶏むね肉,1,444
D00011714,T0003843,G13,コーヒー豆,3,2278
D00011715,T0003843,G16,しょうゆ,2,697
D00011716,T0003843,G14,ポテトチップス,1,156
D00011717,T0003843,G05,牛肉（国産）,2,1997
D00011718,T0003844,G06,鶏むね肉,2,881
D00011719,T0003845,G05,牛肉（国産）,1,956
D00011720,T0003845,G06,鶏むね肉,2,904
D00011721,T0003845,G01,トマト,2,497
D00011722,T0003845,G01,トマト,2,563
D00011723,T0003845,G14,ポテトチップス,3,487
D00011724,T0003846,G12,緑茶ペットボトル,2,251
D00011725,T0003846,G03,りんご,1,318
D00011726,T0003847,G01,トマト,1,260
D00011727,T0003848,G12,緑茶ペットボトル,3,381
D00011728,T0003848,G09,こしひかり5kg,2,5614
D00011729,T0003848,G10,食パン,1,209
D00011730,T0003848,G14,ポテトチップス,3,468
D00011731,T0003848,G08,まぐろ刺身,3,2692
D00011732,T0003849,G05,牛肉（国産）,1,901
D00011733,T0003849,G14,ポテトチップス,1,155
D00011734,T0003850,G01,トマト,1,252
D00011735,T0003850,G12,緑茶ペットボトル,1,149
D00011736,T0003851,G11,からあげ弁当,2,1208
D00011737,T0003851,G01,トマト,3,771
D00011738,T0003851,G14,ポテトチップス,3,504
D00011739,T0003852,G15,チョコレート,1,241
D00011740,T0003852,G06,鶏むね肉,1,477
D00011741,T0003852,G06,鶏むね肉,1,456
D00011742,T0003852,G01,トマト,3,841
D00011743,T0003853,G12,緑茶ペットボトル,2,287
D00011744,T0003853,G05,牛肉（国産）,3,2634
D00011745,T0003853,G03,りんご,1,290
D00011746,T0003853,G07,さば,1,444
D00011747,T0003854,G08,まぐろ刺身,3,2309
D00011748,T0003854,G08,まぐろ刺身,1,821
D00011749,T0003854,G03,りんご,3,937
D00011750,T0003855,G12,緑茶ペットボトル,2,270
D00011751,T0003855,G01,トマト,2,485
D00011752,T0003855,G12,緑茶ペットボトル,3,440
D00011753,T0003855,G14,ポテトチップス,2,312
D00011754,T0003856,G01,トマト,1,248
D00011755,T0003856,G11,からあげ弁当,1,592
D00011756,T0003856,G01,トマト,2,510
D00011757,T0003857,G05,牛肉（国産）,3,2628
D00011758,T0003857,G04,バナナ,2,452
D00011759,T0003858,G08,まぐろ刺身,2,1526
D00011760,T0003859,G12,緑茶ペットボトル,2,252
D00011761,T0003860,G11,からあげ弁当,3,1788
D00011762,T0003860,G12,緑茶ペットボトル,2,261
D00011763,T0003860,G04,バナナ,3,636
D00011764,T0003861,G10,食パン,2,486
D00011765,T0003862,G14,ポテトチップス,1,156
D00011766,T0003862,G01,トマト,3,763
D00011767,T0003862,G04,バナナ,1,205
D00011768,T0003863,G16,しょうゆ,1,366
D00011769,T0003863,G10,食パン,1,219
D00011770,T0003863,G10,食パン,2,433
D00011771,T0003864,G04,バナナ,3,626
D00011772,T0003864,G12,緑茶ペットボトル,3,373
D00011773,T0003864,G12,緑茶ペットボトル,1,145
D00011774,T0003864,G01,トマト,3,814
D00011775,T0003865,G12,緑茶ペットボトル,2,266
D00011776,T0003865,G12,緑茶ペットボトル,3,395
D00011777,T0003865,G16,しょうゆ,1,317
D00011778,T0003866,G01,トマト,1,243
D00011779,T0003866,G12,緑茶ペットボトル,3,383
D00011780,T0003866,G14,ポテトチップス,1,169
D00011781,T0003867,G04,バナナ,3,685
D00011782,T0003868,G16,しょうゆ,2,695
D00011783,T0003868,G10,食パン,2,463
D00011784,T0003868,G02,レタス,3,583
D00011785,T0003869,G12,緑茶ペットボトル,1,136
D00011786,T0003870,G14,ポテトチップス,2,354
D00011787,T0003870,G14,ポテトチップス,1,175
D00011788,T0003870,G05,牛肉（国産）,2,1914
D00011789,T0003870,G13,コーヒー豆,1,872
D00011790,T0003870,G05,牛肉（国産）,3,2951
D00011791,T0003871,G15,チョコレート,2,427
D00011792,T0003871,G13,コーヒー豆,1,857
D00011793,T0003872,G07,さば,1,458
D00011794,T0003872,G16,しょうゆ,2,647
D00011795,T0003873,G06,鶏むね肉,1,505
D00011796,T0003873,G03,りんご,2,634
D00011797,T0003874,G04,バナナ,3,688
D00011798,T0003874,G07,さば,1,386
D00011799,T0003874,G12,緑茶ペットボトル,1,132
D00011800,T0003875,G15,チョコレート,2,450
D00011801,T0003875,G02,レタス,1,173
D00011802,T0003875,G15,チョコレート,3,722
D00011803,T0003875,G12,緑茶ペットボトル,1,138
D00011804,T0003875,G02,レタス,2,380
D00011805,T0003876,G05,牛肉（国産）,2,1768
D00011806,T0003876,G12,緑茶ペットボトル,1,137
D00011807,T0003876,G08,まぐろ刺身,1,884
D00011808,T0003876,G15,チョコレート,1,208
D00011809,T0003877,G11,からあげ弁当,1,554
D00011810,T0003878,G10,食パン,3,709
D00011811,T0003878,G14,ポテトチップス,3,462
D00011812,T0003879,G12,緑茶ペットボトル,1,139
D00011813,T0003879,G08,まぐろ刺身,3,2735
D00011814,T0003879,G10,食パン,2,422
D00011815,T0003880,G01,トマト,1,267
D00011816,T0003881,G11,からあげ弁当,3,1658
D00011817,T0003881,G09,こしひかり5kg,3,8378
D00011818,T0003881,G07,さば,2,803
D00011819,T0003882,G06,鶏むね肉,1,443
D00011820,T0003883,G06,鶏むね肉,1,484
D00011821,T0003883,G08,まぐろ刺身,2,1830
D00011822,T0003883,G06,鶏むね肉,2,857
D00011823,T0003884,G10,食パン,1,211
D00011824,T0003884,G14,ポテトチップス,2,316
D00011825,T0003884,G15,チョコレート,3,655
D00011826,T0003884,G03,りんご,1,301
D00011827,T0003884,G15,チョコレート,3,616
D00011828,T0003885,G10,食パン,2,505
D00011829,T0003885,G02,レタス,2,392
D00011830,T0003885,G16,しょうゆ,1,345
D00011831,T0003886,G12,緑茶ペットボトル,1,148
D00011832,T0003886,G11,からあげ弁当,2,1219
D00011833,T0003887,G04,バナナ,3,683
D00011834,T0003887,G01,トマト,2,547
D00011835,T0003887,G15,チョコレート,2,422
D00011836,T0003887,G06,鶏むね肉,2,871
D00011837,T0003887,G10,食パン,3,639
D00011838,T0003888,G03,りんご,3,929
D00011839,T0003888,G03,りんご,2,645
D00011840,T0003888,G15,チョコレート,2,452
D00011841,T0003888,G12,緑茶ペットボトル,1,129
D00011842,T0003889,G06,鶏むね肉,2,973
D00011843,T0003889,G01,トマト,1,239
D00011844,T0003889,G01,トマト,3,787
D00011845,T0003889,G04,バナナ,1,215
D00011846,T0003889,G12,緑茶ペットボトル,3,372
D00011847,T0003890,G04,バナナ,3,642
D00011848,T0003890,G15,チョコレート,3,646
D00011849,T0003890,G13,コーヒー豆,2,1621
D00011850,T0003890,G02,レタス,1,180
D00011851,T0003891,G16,しょうゆ,1,344
D00011852,T0003892,G06,鶏むね肉,3,1456
D00011853,T0003892,G01,トマト,3,795
D00011854,T0003892,G14,ポテトチップス,3,489
D00011855,T0003893,G03,りんご,1,302
D00011856,T0003894,G03,りんご,3,858
D00011857,T0003894,G12,緑茶ペットボトル,2,290
D00011858,T0003894,G10,食パン,3,747
D00011859,T0003894,G08,まぐろ刺身,3,2460
D00011860,T0003895,G06,鶏むね肉,2,1009
D00011861,T0003895,G14,ポテトチップス,1,162
D00011862,T0003895,G07,さば,1,406
D00011863,T0003896,G02,レタス,2,352
D00011864,T0003896,G01,トマト,3,751
D00011865,T0003896,G08,まぐろ刺身,1,853
D00011866,T0003897,G02,レタス,1,181
D00011867,T0003897,G16,しょうゆ,3,999
D00011868,T0003897,G07,さば,1,434
D00011869,T0003898,G02,レタス,3,617
D00011870,T0003898,G04,バナナ,1,225
D00011871,T0003899,G06,鶏むね肉,3,1348
D00011872,T0003899,G02,レタス,3,620
D00011873,T0003899,G02,レタス,3,570
D00011874,T0003899,G01,トマト,2,525
D00011875,T0003899,G14,ポテトチップス,1,159
D00011876,T0003900,G08,まぐろ刺身,2,1556
D00011877,T0003901,G11,からあげ弁当,1,564
D00011878,T0003901,G02,レタス,3,562
D00011879,T0003901,G04,バナナ,1,204
D00011880,T0003902,G07,さば,1,387
D00011881,T0003902,G14,ポテトチップス,1,164
D00011882,T0003902,G14,ポテトチップス,1,176
D00011883,T0003903,G14,ポテトチップス,3,468
D00011884,T0003903,G08,まぐろ刺身,2,1559
D00011885,T0003903,G07,さば,2,844
D00011886,T0003903,G04,バナナ,2,426
D00011887,T0003904,G07,さば,1,441
D00011888,T0003904,G14,ポテトチップス,1,172
D00011889,T0003904,G06,鶏むね肉,2,952
D00011890,T0003905,G16,しょうゆ,3,963
D00011891,T0003905,G11,からあげ弁当,2,1174
D00011892,T0003905,G10,食パン,1,225
D00011893,T0003905,G16,しょうゆ,3,1008
D00011894,T0003906,G14,ポテトチップス,2,353
D00011895,T0003906,G03,りんご,1,327
D00011896,T0003906,G06,鶏むね肉,3,1386
D00011897,T0003907,G12,緑茶ペットボトル,2,256
D00011898,T0003907,G16,しょうゆ,1,345
D00011899,T0003907,G14,ポテトチップス,1,171
D00011900,T0003907,G09,こしひかり5kg,2,5144
D00011901,T0003907,G04,バナナ,1,197
D00011902,T0003908,G09,こしひかり5kg,2,5430
D00011903,T0003908,G14,ポテトチップス,3,496
D00011904,T0003908,G10,食パン,2,450
D00011905,T0003908,G13,コーヒー豆,2,1761
D00011906,T0003908,G01,トマト,2,554
D00011907,T0003909,G10,食パン,3,668
D00011908,T0003909,G04,バナナ,1,212
D00011909,T0003910,G05,牛肉（国産）,1,884
D00011910,T0003911,G01,トマト,1,283
D00011911,T0003911,G10,食パン,2,492
D00011912,T0003911,G12,緑茶ペットボトル,1,146
D00011913,T0003912,G02,レタス,1,201
D00011914,T0003912,G09,こしひかり5kg,2,5858
D00011915,T0003912,G05,牛肉（国産）,1,985
D00011916,T0003913,G10,食パン,2,484
D00011917,T0003913,G08,まぐろ刺身,2,1623
D00011918,T0003913,G11,からあげ弁当,3,1743
D00011919,T0003913,G07,さば,1,452
D00011920,T0003913,G08,まぐろ刺身,3,2326
D00011921,T0003914,G01,トマト,1,238
D00011922,T0003914,G02,レタス,3,590
D00011923,T0003914,G02,レタス,1,175
D00011924,T0003914,G01,トマト,3,770
D00011925,T0003914,G10,食パン,3,747
D00011926,T0003915,G07,さば,2,866
D00011927,T0003915,G07,さば,1,441
D00011928,T0003915,G10,食パン,3,627
D00011929,T0003915,G02,レタス,1,201
D00011930,T0003915,G13,コーヒー豆,1,786
D00011931,T0003916,G09,こしひかり5kg,1,2610
D00011932,T0003916,G10,食パン,2,487
D00011933,T0003916,G15,チョコレート,1,208
D00011934,T0003916,G13,コーヒー豆,2,1769
D00011935,T0003917,G06,鶏むね肉,2,987
D00011936,T0003918,G16,しょうゆ,1,364
D00011937,T0003918,G01,トマト,3,834
D00011938,T0003918,G09,こしひかり5kg,1,2713
D00011939,T0003919,G15,チョコレート,3,666
D00011940,T0003919,G11,からあげ弁当,1,600
D00011941,T0003920,G09,こしひかり5kg,2,5643
D00011942,T0003920,G11,からあげ弁当,1,625
D00011943,T0003920,G02,レタス,2,374
D00011944,T0003921,G08,まぐろ刺身,2,1774
D00011945,T0003921,G03,りんご,3,942
D00011946,T0003921,G13,コーヒー豆,2,1771
D00011947,T0003921,G14,ポテトチップス,1,162
D00011948,T0003921,G03,りんご,1,335
D00011949,T0003922,G14,ポテトチップス,2,357
D00011950,T0003923,G15,チョコレート,2,412
D00011951,T0003923,G16,しょうゆ,2,650
D00011952,T0003923,G03,りんご,3,915
D00011953,T0003923,G01,トマト,1,239
D00011954,T0003924,G14,ポテトチップス,1,181
D00011955,T0003924,G04,バナナ,1,210
D00011956,T0003925,G01,トマト,1,273
D00011957,T0003925,G07,さば,2,791
D00011958,T0003926,G08,まぐろ刺身,2,1799
D00011959,T0003926,G13,コーヒー豆,3,2481
D00011960,T0003926,G02,レタス,2,394
D00011961,T0003926,G03,りんご,1,288
D00011962,T0003927,G05,牛肉（国産）,2,1838
D00011963,T0003927,G02,レタス,1,188
D00011964,T0003927,G02,レタス,3,575
D00011965,T0003928,G12,緑茶ペットボトル,2,259
D00011966,T0003928,G16,しょうゆ,2,636
D00011967,T0003928,G04,バナナ,2,397
D00011968,T0003928,G12,緑茶ペットボトル,2,263
D00011969,T0003929,G11,からあげ弁当,1,549
D00011970,T0003930,G13,コーヒー豆,3,2630
D00011971,T0003930,G11,からあげ弁当,3,1855
D00011972,T0003930,G04,バナナ,2,432
D00011973,T0003930,G01,トマト,2,567
D00011974,T0003931,G12,緑茶ペットボトル,2,277
D00011975,T0003932,G08,まぐろ刺身,1,792
D00011976,T0003932,G06,鶏むね肉,2,1014
D00011977,T0003932,G06,鶏むね肉,2,882
D00011978,T0003932,G08,まぐろ刺身,1,894
D00011979,T0003933,G12,緑茶ペットボトル,1,138
D00011980,T0003934,G10,食パン,3,691
D00011981,T0003934,G07,さば,3,1208
D00011982,T0003935,G08,まぐろ刺身,2,1783
D00011983,T0003936,G12,緑茶ペットボトル,3,377
D00011984,T0003936,G03,りんご,2,617
D00011985,T0003936,G11,からあげ弁当,2,1248
D00011986,T0003936,G05,牛肉（国産）,2,1780
D00011987,T0003936,G12,緑茶ペットボトル,2,274
D00011988,T0003937,G09,こしひかり5kg,1,2591
D00011989,T0003937,G13,コーヒー豆,3,2547
D00011990,T0003937,G06,鶏むね肉,3,1309
D00011991,T0003937,G06,鶏むね肉,1,476
D00011992,T0003938,G06,鶏むね肉,3,1296
D00011993,T0003938,G02,レタス,2,360
D00011994,T0003939,G07,さば,2,869
D00011995,T0003939,G09,こしひかり5kg,1,2557
D00011996,T0003940,G05,牛肉（国産）,2,1788
D00011997,T0003940,G11,からあげ弁当,2,1111
D00011998,T0003941,G09,こしひかり5kg,3,7433
D00011999,T0003941,G11,からあげ弁当,2,1136
D00012000,T0003942,G16,しょうゆ,1,349
D00012001,T0003942,G12,緑茶ペットボトル,3,419
D00012002,T0003942,G10,食パン,3,658
D00012003,T0003943,G15,チョコレート,1,224
